game_id,league,date,home,away,home_score,away_score,neutral,home_ml,away_ml,spread,home_spread_price,away_spread_price,total,over_price,under_price,extras
NFL-20250921-ARI-SF-16,NFL,2025-09-21T20:25:00,SF,ARI,16,15,0,,,,,,,,,
NFL-20250921-KC-NYG-20,NFL,2025-09-22T00:20:00,NYG,KC,9,22,0,,,,,,,,,
NFL-20250922-DET-BAL-20,NFL,2025-09-23T00:15:00,BAL,DET,30,38,0,,,,,,,,,
NFL-20250925-SEA-ARI-20,NFL,2025-09-26T00:15:00,ARI,SEA,20,23,0,,,,,,,,,"{""indoor"": true}"
NFL-20250928-MIN-PIT-09,NFL,2025-09-28T13:30:00,PIT,MIN,24,21,1,,,,,,,,,
NFL-20250928-WSH-ATL-13,NFL,2025-09-28T17:00:00,ATL,WSH,34,27,0,,,,,,,,,"{""indoor"": true}"
NFL-20250928-NO-BUF-13,NFL,2025-09-28T17:00:00,BUF,NO,31,19,0,,,,,,,,,
NFL-20250928-CLE-DET-13,NFL,2025-09-28T17:00:00,DET,CLE,34,10,0,,,,,,,,,"{""indoor"": true}"
NFL-20250928-CAR-NE-13,NFL,2025-09-28T17:00:00,NE,CAR,42,13,0,,,,,,,,,
NFL-20250928-LAC-NYG-13,NFL,2025-09-28T17:00:00,NYG,LAC,21,18,0,,,,,,,,,
NFL-20250928-PHI-TB-13,NFL,2025-09-28T17:00:00,TB,PHI,25,31,0,,,,,,,,,
NFL-20250928-TEN-HOU-13,NFL,2025-09-28T17:00:00,HOU,TEN,26,0,0,,,,,,,,,"{""indoor"": true}"
NFL-20250928-IND-LAR-16,NFL,2025-09-28T20:05:00,LAR,IND,27,20,0,,,,,,,,,
NFL-20250928-JAX-SF-16,NFL,2025-09-28T20:05:00,SF,JAX,21,26,0,,,,,,,,,
NFL-20250928-BAL-KC-16,NFL,2025-09-28T20:25:00,KC,BAL,37,20,0,,,,,,,,,
NFL-20250928-CHI-LV-16,NFL,2025-09-28T20:25:00,LV,CHI,24,25,0,,,,,,,,,"{""indoor"": true}"
NFL-20250928-GB-DAL-20,NFL,2025-09-29T00:20:00,DAL,GB,40,40,0,,,,,,,,,"{""indoor"": true}"
NFL-20250929-NYJ-MIA-19,NFL,2025-09-29T23:15:00,MIA,NYJ,27,21,0,,,,,,,,,
NFL-20250929-CIN-DEN-20,NFL,2025-09-30T00:15:00,DEN,CIN,28,3,0,,,,,,,,,
NFL-20251002-SF-LAR-20,NFL,2025-10-03T00:15:00,LAR,SF,23,26,0,,,,,,,,,
NFL-20251005-MIN-CLE-09,NFL,2025-10-05T13:30:00,CLE,MIN,17,21,1,,,,,,,,,
NFL-20251005-LV-IND-13,NFL,2025-10-05T17:00:00,IND,LV,40,6,0,,,,,,,,,"{""indoor"": true}"
NFL-20251005-NYG-NO-13,NFL,2025-10-05T17:00:00,NO,NYG,26,14,0,,,,,,,,,"{""indoor"": true}"
NFL-20251005-DAL-NYJ-13,NFL,2025-10-05T17:00:00,NYJ,DAL,22,37,0,,,,,,,,,
NFL-20251005-DEN-PHI-13,NFL,2025-10-05T17:00:00,PHI,DEN,17,21,0,,,,,,,,,
NFL-20251005-MIA-CAR-13,NFL,2025-10-05T17:00:00,CAR,MIA,27,24,0,,,,,,,,,
NFL-20251005-HOU-BAL-13,NFL,2025-10-05T17:00:00,BAL,HOU,10,44,0,,,,,,,,,
NFL-20251005-TEN-ARI-16,NFL,2025-10-05T20:05:00,ARI,TEN,21,22,0,,,,,,,,,"{""indoor"": true}"
NFL-20251005-TB-SEA-16,NFL,2025-10-05T20:05:00,SEA,TB,35,38,0,,,,,,,,,
NFL-20251005-DET-CIN-16,NFL,2025-10-05T20:25:00,CIN,DET,24,37,0,,,,,,,,,
NFL-20251005-WSH-LAC-16,NFL,2025-10-05T20:25:00,LAC,WSH,10,27,0,,,,,,,,,
NFL-20251005-NE-BUF-20,NFL,2025-10-06T00:20:00,BUF,NE,20,23,0,,,,,,,,,
NFL-20251006-KC-JAX-20,NFL,2025-10-07T00:15:00,JAX,KC,31,28,0,,,,,,,,,
NFL-20251009-PHI-NYG-20,NFL,2025-10-10T00:15:00,NYG,PHI,34,17,0,,,,,,,,,
NFL-20251012-DEN-NYJ-09,NFL,2025-10-12T13:30:00,NYJ,DEN,11,13,1,,,,,,,,,
NFL-20251012-ARI-IND-13,NFL,2025-10-12T17:00:00,IND,ARI,31,27,0,,,,,,,,,"{""indoor"": true}"
NFL-20251012-LAC-MIA-13,NFL,2025-10-12T17:00:00,MIA,LAC,27,29,0,,,,,,,,,
NFL-20251012-NE-NO-13,NFL,2025-10-12T17:00:00,NO,NE,19,25,0,,,,,,,,,"{""indoor"": true}"
